fips,Current Price (2021/4/30)
1039,101967
28031,114003
5031,154288
27035,238396
37053,363678
6015,274427
41017,544130
51051,59653
19059,247964
20041,119185
26043,122583
51053,175890
54017,74744
13095,85876
37065,63317
45037,170853
13103,211841
17049,145855
6017,579896
20053,89100
9001,484267
39045,254867
45039,97862
27043,109532
48157,299523
24021,397062
51069,317242
48161,121836
48167,254271
29073,144142
12041,192244
48171,376047
51075,362096
37077,192712
20073,66107
45047,119188
35019,115258
48187,264152
13137,181055
25015,322601
54027,154512
5057,71496
17071,81466
21101,128008
37089,306023
47077,124111
48213,197182
18063,249389
12055,164515
26059,148793
28053,123205
47085,143056
34019,439889
22047,163048
1073,167593
5069,62072
8059,556047
12065,174150
13163,76644
19101,128218
16051,317963
17081,96835
18077,143282
20087,179515
21111,204687
22051,235813
29099,205119
30043,346393
31095,79531
36045,153848
39081,91907
40067,42419
41031,260049
42065,91237
47089,178182
48245,130252
53031,436838
55055,249061
54037,287066
21113,199716
48249,105094
41033,355933
26077,202162
27067,196522
46077,117975
53039,346739
18085,205458
55063,210594
5073,45612
12067,148140
22055,186915
29107,158805
28071,200760
55065,132295
22057,148852
31109,232660
42071,270556
45057,254891
51103,260054
45063,195021
1083,211031
48293,103980
51111,97312
55071,143307
55075,124300
26103,174176
55077,152822
48321,162526
21145,133441
48307,106468
40089,81012
17109,79201
20113,167789
6045,470107
26109,106290
55078,264976
33013,316579
9007,337378
25017,638259
34023,396507
51119,273609
55079,182051
46099,245023
26113,126644
8083,275856
22067,56461
38061,191136
41051,490612
19139,144899
39119,134108
25019,1766210
9009,280112
16069,280847
48357,119252
28105,181276
26131,75719
55087,222902
19147,105691
21191,126042
54071,106491
23019,192863
27117,98268
40121,92493
54073,108250
19157,157162
22081,104177
48387,71449
6065,475454
21201,105718
47147,255842
48395,143653
35041,107353
26143,116432
23023,268741
49035,472422
6073,729318
6081,1482836
36095,157685
5131,133844
55117,178868
27141,310244
53061,598156
48425,261156
18141,160071
33017,321880
1121,109521
41057,358895
48451,167026
47169,154208
48465,131751
5141,97415
19177,97976
26159,198409
47175,136305
48467,174942
17183,70482
22113,156465
20197,168860
53069,295291
26161,333157
17195,102383
13313,164118
48487,68611
13319,78943
19189,111990
17201,133185
55139,178449
25027,368063
24047,312284
20209,147873
28161,91083
51011,164630
22007,147908
25001,536851
22011,120849
30001,251512
50003,250779
35001,255784
19013,145293
27013,229703
16019,284224
30007,311313
8014,541125
51029,140386
34005,276135
45019,392578
26029,210127
36013,119189
50007,367428
42033,108389
16035,190686
27029,139795
39029,112658
27033,113026
5035,110655
21055,88352
17035,91287
21057,79709
23005,409769
37051,149801
34011,173504
42041,240051
47035,198716
51049,171768
45031,94659
48117,104694
30023,145295
19057,110259
24019,162537
45035,258847
55035,218859
22039,87426
46047,159765
51640,109743
45043,282232
34015,243092
51073,260912
50013,288358
55047,159106
54025,122707
45045,243717
41027,496150
5059,102992
42061,129402
18069,127418
46067,98095
48233,74677
51095,357189
13161,94925
17085,171990
40073,138535
8063,172179
42069,152806
8071,133271
1077,144897
28075,98447
47097,83055
9005,304595
17105,103167
21139,88884
22063,192878
26093,322896
29117,121568
36051,159757
35028,338132
13199,107191
12086,357059
27095,195718
54061,210281
1101,112170
5097,106091
13209,119233
19137,84164
17135,73277
18107,141036
20125,62100
21173,131334
24031,550148
29139,104495
37123,133396
36057,126907
39113,144116
42091,378754
47125,220434
48339,284367
51121,241254
21177,83234
10003,286260
9011,293823
29143,83333
13221,177396
12093,169769
45075,103024
27111,252606
12099,331934
48363,134344
37139,172046
27113,167449
46103,262331
37143,182589
19151,72666
54075,90909
44007,323523
40127,119124
31145,116336
36083,227400
31147,69699
35039,187164
8103,234518
8105,203068
51163,219332
21203,76556
37157,128436
33015,443524
51165,242376
37161,155472
47149,292060
6067,467421
22101,123608
6069,724664
8113,849999
35047,167753
4023,181500
6087,1005082
12113,268928
42107,99003
47153,149009
51171,213152
26155,142227
30093,162730
6099,385935
17177,95709
30095,324043
56037,247468
13265,79837
1123,152018
22105,168677
22109,179507
18157,207865
28141,97458
1125,192228
39157,143244
16083,272984
18165,81505
1129,104882
5143,227834
8121,132363
12133,123850
13303,90798
19183,156628
16087,203409
17189,123106
18175,137660
21229,131273
22117,109764
24043,246622
23029,125940
27163,373526
29221,90067
37187,67304
31177,230121
36115,172975
39167,145141
40147,112718
41067,500385
42125,188307
44009,471342
47179,197336
48477,237625
49053,401824
51191,166140
50023,272799
55131,295111
32033,146492
17199,103287
47187,580260
48491,395657
19191,192033
18005,193185
19021,128828
32510,390137
36009,87132
19033,129063
46023,131281
8019,428788
55039,160814
38035,218780
51081,88859
56017,174092
51099,324454
27071,113686
20103,247466
6037,748020
37119,309784
51117,119616
5093,61463
29133,82658
26119,102411
48347,160646
37129,295350
37131,79964
42095,260787
51131,194329
51720,85577
28109,150832
23021,130839
22075,254810
24035,382361
17161,117443
1115,208922
17163,126991
26147,196977
29185,118279
55109,309837
22093,137737
12109,372915
27137,190194
29189,226240
12111,265724
24037,336051
48407,152365
6077,452964
6085,1368151
36093,208818
26153,120106
48417,135226
51175,166692
45083,185986
42115,110475
30097,314297
18155,146267
55121,169379
18163,152341
53071,305949
36119,683904
30111,291780
23001,225090
24003,413103
21027,113382
51036,188813
45025,121217
51041,294095
6013,803011
51595,100026
51600,594404
53027,259538
51650,207760
12057,283191
33011,372226
5063,104456
12061,259373
30045,209651
51101,219993
5081,88798
22069,175812
51710,237867
53051,258215
42101,214951
51143,145962
20149,225855
40125,104137
26141,117952
51750,178464
51157,413492
51770,155149
22091,116801
26149,149883
22097,123922
22099,116490
48409,170487
31157,145877
51177,345878
51800,277097
37175,266986
22123,85519
42129,190142
51193,221895
45089,76636
13053,82320
51590,69289
51620,133403
51670,128832
51093,297526
2150,335997
27073,78444
51683,387792
22077,186905
51735,357367
19155,161139
51147,173252
51149,236117
51760,274314
22087,146323
22089,211484
29183,271604
5123,51293
22103,248014
48405,124420
6075,1453464
6083,747253
51790,174409
24510,175229
29031,177023
51580,59563
22037,171103
26055,297637
51097,183317
51678,221375
51680,169245
42097,118270
51133,328491
24033,374037
51153,464629
29187,125458
36089,88248
6071,439153
22125,275683
51510,626285
51550,314304
22053,123071
28065,78472
2122,256731
30049,343750
51730,80530
51740,199378
6079,710127
51820,179202
51840,231720
27173,94554
51530,107131
22033,192865
29510,153666
29186,135062
22121,192009
51610,894410
51660,218174
2130,321887
27077,150070
51690,60798
2170,251698
51700,212256
51830,311458
51685,320291
51630,351688
22095,153307
51810,326029
51540,376794
11001,687772
2090,251853
51570,179228
2195,271712
